Date,Away Team,Home Team,Away Final Score,Home Final Score,Away Team ELO,Away Team avg. points scored,Away Team avg. points allowed,Away Team games played,Away Team games won,Away Team win rate,Home Team ELO,Home Team avg. points scored,Home Team avg. points allowed,Home Team games played,Home Team games won,Home Team win rate
20061128,Minnesota,Houston,75,82,97.76631546,93.38461538,93.38461538,13,6,0.461538462,123.1356766,93.76923077,89.38461538,13,9,0.692307692
20061128,New York,Chicago,85,102,76.83980217,98.93333333,100.8,15,5,0.333333333,77.28362646,96.92307692,97.46153846,13,4,0.307692308
20061128,Toronto,New Orleans,94,77,84.01041925,98.53846154,101.6153846,13,4,0.307692308,102.3386822,92.57142857,92.5,14,8,0.571428571
20061129,Charlotte,Atlanta,90,99,78.25995273,92.28571429,97.42857143,14,4,0.285714286,83.49273387,96.41666667,96.66666667,12,5,0.416666667
20061129,Houston,Phoenix,91,102,128.1356766,92.92857143,88.35714286,14,10,0.714285714,112.9183317,106.9230769,104.4615385,13,7,0.538461538
20061129,Indiana,Golden State,108,106,99.35886574,94.46666667,96.2,15,8,0.533333333,120.3971503,106.4666667,103.2,15,9,0.6
20061129,Memphis,L.A. Clippers,90,105,81.48623933,93.78571429,95.14285714,14,4,0.285714286,92.34074834,96.46153846,98,13,6,0.461538462
20061129,New Jersey,Boston,106,103,75.34238585,95.5,96.71428571,14,5,0.357142857,86.93558033,100.6923077,100.3076923,13,5,0.384615385
20061129,New York,Cleveland,101,98,71.83980217,98.0625,100.875,16,5,0.3125,109.0085099,96.21428571,93.5,14,9,0.642857143
20061129,Orlando,Seattle,94,84,131.5622723,96.8,92.66666667,15,11,0.733333333,93.21563778,100.4,101.1333333,15,6,0.4
20061129,San Antonio,Utah,75,83,126.5103101,99.6,92.86666667,15,11,0.733333333,136.1284505,104.0666667,99.4,15,12,0.8
20061129,Toronto,Dallas,98,117,90.84324554,98.21428571,99.85714286,14,5,0.357142857,135.6396954,97.57142857,94.64285714,14,10,0.714285714
20061130,Detroit,Miami,87,85,123.2210894,98.42857143,96.35714286,14,9,0.642857143,90.9489701,91.78571429,98.92857143,14,6,0.428571429
20061130,Utah,L.A. Lakers,102,132,141.1284505,102.75,97.875,16,13,0.8125,110.7926871,100.5714286,99.21428571,14,9,0.642857143
20061201,Boston,Toronto,102,106,80.77626088,100.8571429,100.7142857,14,5,0.357142857,85.84324554,98.2,101,15,5,0.333333333
20061201,Charlotte,Washington,109,121,73.25995273,92.13333333,97.53333333,15,4,0.266666667,81.49877367,98.57142857,101.8571429,14,5,0.357142857
20061201,Chicago,New Orleans,111,108,82.28362646,97.28571429,96.57142857,14,5,0.357142857,95.50585588,91.53333333,92.6,15,8,0.533333333
