Date,Away Team,Home Team,Away Final Score,Home Final Score,Away Team ELO,Away Team avg. points scored,Away Team avg. points allowed,Away Team games played,Away Team games won,Away Team win rate,Away Team home court points scored,Away Team home court points allowed,Away Team home court games played,Away Team home court win rate,Away Team possessions,Away Team defensive rebounds,Away Team offensive rebounds,Home Team ELO,Home Team avg. points scored,Home Team avg. points allowed,Home Team games played,Home Team games won,Home Team win rate,Home Team home court points scored,Home Team home court points allowed,Home Team home court games played,Home Team home court win rate,Home Team possessions,Home Team defensive rebounds,Home Team offensive rebounds
20081030,New Orleans,Phoenix,108,95,105,108,103,1,1,1,0,0,0,0,88,33,11,105,103,98,1,1,1,0,0,0,0,75,25,11
20081031,Chicago,Boston,80,96,105,108,95,1,1,1,108,95,1,1,82,26,16,105,90,85,1,1,1,90,85,1,1,84,27,9
20081031,Denver,L.A. Clippers,113,103,95,94,98,1,0,0,0,0,0,0,85,24,8,95,79,117,1,0,0,79,117,1,0,80,21,11
20081031,Golden State,Toronto,108,112,95,103,108,1,0,0,103,108,1,0,88,29,11,105,95,84,1,1,1,0,0,0,0,72,25,10
20081031,New York,Philadelphia,87,116,105,120,115,1,1,1,120,115,1,1,84,28,14,95,84,95,1,0,0,84,95,1,0,72,25,23
20081031,Orlando,Memphis,84,86,95,85,99,1,0,0,85,99,1,0,76,27,24,95,71,82,1,0,0,0,0,0,0,68,30,14
20081031,Sacramento,Miami,77,103,95,96,98,1,0,0,0,0,0,0,80,33,9,95,115,120,1,0,0,0,0,0,0,84,27,10
20081031,San Antonio,Portland,99,100,95,98,103,1,0,0,98,103,1,0,75,25,7,95,76,96,1,0,0,0,0,0,0,81,30,11
20081101,Boston,Indiana,79,95,110,93,82.5,2,2,1,93,82.5,2,1,83.5,30,9,95,94,100,1,0,0,0,0,0,0,85,30,6
20081101,Cleveland,New Orleans,92,104,100.5,90.5,84.5,2,1,0.5,96,79,1,1,77,28,11.5,110,108,99,2,2,1,0,0,0,0,81.5,25.5,11
20081101,Dallas,Minnesota,95,85,100,0,0,0,0,0,0,0,0,0,0,0,0,105,98,96,1,1,1,98,96,1,1,80,29,9
20081101,Golden State,New Jersey,105,97,90,105.5,110,2,0,0,103,108,1,0,84,26,15,105,95,85,1,1,1,0,0,0,0,78,30,9
20081101,L.A. Clippers,Utah,79,101,90,91,115,2,0,0,91,115,2,0,85,23.5,12,105,98,94,1,1,1,98,94,1,1,85,31,11
20081101,L.A. Lakers,Denver,104,97,110,106.5,77.5,2,2,1,96,76,1,1,80.5,35.5,11.5,100,103.5,100.5,2,1,0.5,0,0,0,0,87.5,31,11
20081101,Memphis,Chicago,86,96,100,78.5,83,2,1,0.5,86,84,1,1,70,31.5,11.5,100,94,95.5,2,1,0.5,108,95,1,1,82.5,27,13
20081101,Miami,Charlotte,87,100,100,109,98.5,2,1,0.5,103,77,1,1,80.5,26,11.5,94.5,79,96,1,0,0,0,0,0,0,70,20,13
20081101,Oklahoma City,Houston,77,89,94.5,87,98,1,0,0,87,98,1,0,77,20,15,105,82,71,1,1,1,82,71,1,1,68,26,11
20081101,Philadelphia,Atlanta,88,95,101,100,91,2,1,0.5,100,91,2,0.5,78,34,17.5,105,99,85,1,1,1,0,0,0,0,76,30,17
20081101,Portland,Phoenix,96,107,100,88,97.5,2,1,0.5,100,99,1,1,79,26,14,100,99,103,2,1,0.5,95,108,1,0,75,26,10
20081101,Sacramento,Orlando,103,121,90,86.5,100.5,2,0,0,0,0,0,0,78.5,30,11,90,84.5,92.5,2,0,0,85,99,1,0,74,30,17
20081101,Toronto,Milwaukee,91,87,110,103.5,96,2,2,1,112,108,1,1,76,25.5,8.5,100.5,96.5,97.5,2,1,0.5,0,0,0,0,79.5,18.5,17
20081101,Washington,Detroit,109,117,95,85,95,1,0,0,85,95,1,0,78,28,17,105,100,94,1,1,1,100,94,1,1,85,25,13
20081102,Milwaukee,New York,94,86,95.5,93.33333333,95.33333333,3,1,0.333333333,87,91,1,0,77.33333333,20.33333333,15.33333333,99,103.5,115.5,2,1,0.5,120,115,1,1,84,25,14
20081102,Minnesota,Oklahoma City,85,88,99.5,91.5,95.5,2,1,0.5,91.5,95.5,2,0.5,79,31,10,89.5,82,93.5,2,0,0,87,98,1,0,77.5,25.5,11.5
20081103,Chicago,Orlando,93,96,105,94.66666667,92.33333333,3,2,0.666666667,102,90.5,2,1,81,26.66666667,15,95,96.66666667,96,3,1,0.333333333,103,101,2,0.5,73.66666667,27,16.33333333
20081103,Cleveland,Dallas,100,81,95.5,91,91,3,1,0.333333333,96,79,1,1,78,27.33333333,11.33333333,105.5,95,85,1,1,1,0,0,0,0,78,28,10
20081103,Detroit,Charlotte,101,83,110,108.5,101.5,2,2,1,108.5,101.5,2,1,81,24.5,14.5,100.05,89.5,91.5,2,1,0.5,100,87,1,1,69,23.5,15.5
20081103,Golden State,Memphis,79,90,96.5,105.3333333,105.6666667,3,1,0.333333333,103,108,1,0,84.66666667,26.66666667,16.33333333,95,81,87.33333333,3,1,0.333333333,86,84,1,1,72.66666667,30.66666667,12.33333333
20081103,Sacramento,Philadelphia,91,125,85,92,107.3333333,3,0,0,0,0,0,0,76.66666667,27,10.33333333,96,96,92.33333333,3,1,0.333333333,100,91,2,0.5,75.33333333,31,16.66666667
20081103,Utah,L.A. Clippers,89,73,110,99.5,86.5,2,2,1,99.5,86.5,2,1,78,30,14.5,85,87,110.3333333,3,0,0,91,115,2,0,80.33333333,24.66666667,11.33333333
20081104,Boston,Houston,103,99,103.5,88.33333333,86.66666667,3,2,0.666666667,93,82.5,2,1,82,30.33333333,12,110,85.5,74,2,2,1,85.5,74,2,1,73,30,11
20081104,Dallas,San Antonio,98,81,99.5,88,92.5,2,1,0.5,81,100,1,0,76,26,8,90,98.5,101.5,2,0,0,98,103,1,0,76,26.5,6
20081104,Phoenix,New Jersey,114,86,105,101.6666667,100.6666667,3,2,0.666666667,101,102,2,0.5,74,26.33333333,8.666666667,98.5,96,95,2,1,0.5,97,105,1,0,82,28,12.5
20081105,Atlanta,New Orleans,87,79,110,97,86.5,2,2,1,95,88,1,1,73,28.5,16.5,115,106.6666667,96.66666667,3,3,1,104,92,1,1,81,26,10.33333333
20081105,Boston,Oklahoma City,96,83,109.15,92,89.75,4,3,0.75,93,82.5,2,1,80,29.5,11,95.5,84,90.66666667,3,1,0.333333333,87.5,91.5,2,0.5,76,27.33333333,12.33333333
20081105,Charlotte,New York,98,101,95.05,87.33333333,94.66666667,3,1,0.333333333,91.5,94,2,0.5,68,21.66666667,12.33333333,93.65,97.66666667,108.3333333,3,1,0.333333333,103,104.5,2,0.5,83.66666667,26.66666667,13.33333333
20081105,Chicago,Cleveland,93,107,99,94.25,93.25,4,2,0.5,102,90.5,2,1,81.75,27.75,14.75,101.5,93.25,88.5,4,2,0.5,96,79,1,1,77,27.75,12.25
20081105,Denver,Golden State,101,111,95,101.3333333,101.6666667,3,1,0.333333333,97,104,1,0,87,32,8.666666667,91.35,98.75,101.75,4,1,0.25,103,108,1,0,81.5,26.5,15.25
20081105,Detroit,Toronto,100,93,115,106,95.33333333,3,3,1,108.5,101.5,2,1,76,23.33333333,14,115,99.33333333,93,3,3,1,112,108,1,1,75,26,7
20081105,L.A. Clippers,L.A. Lakers,88,106,80,83.5,105,4,0,0,85,106.3333333,3,0,79,25.25,11,115,105.6666667,84,3,3,1,96,76,1,1,82.33333333,35,12
20081105,Memphis,Sacramento,95,100,100.15,83.25,85.25,4,2,0.5,88,81.5,2,1,72.5,31,12.25,80,91.75,111.75,4,0,0,0,0,0,0,76.75,25.25,11
20081105,Philadelphia,Miami,83,106,101,103.25,92,4,2,0.5,108.3333333,91,3,0.666666667,75.75,28.75,15.25,94.45,101.6666667,99,3,1,0.333333333,103,77,1,1,76.33333333,21.66666667,11
20081105,Phoenix,Indiana,113,103,110,104.75,97,4,3,0.75,101,102,2,0.5,75.25,28,7.75,101.5,94.5,89.5,2,1,0.5,95,79,1,1,82,31,8
20081105,Portland,Utah,96,103,95,90.66666667,100.6666667,3,1,0.333333333,100,99,1,1,76.66666667,24,12,115,96,82,3,3,1,99.5,86.5,2,1,77,31,13.66666667
20081105,San Antonio,Minnesota,129,125,85,92.66666667,100.3333333,3,0,0,89.5,100.5,2,0,72.33333333,26,5.666666667,93.5,89.33333333,93,3,1,0.333333333,91.5,95.5,2,0.5,77,30,9.333333333
20081105,Washington,Milwaukee,104,112,90,97,106,2,0,0,85,95,1,0,77.5,24.5,11,100.85,93.5,93,4,2,0.5,87,91,1,0,78.75,24.25,15
20081106,Houston,Portland,99,101,104.35,90,83.66666667,3,2,0.666666667,90,83.66666667,3,0.666666667,73.33333333,27.33333333,12.66666667,90,92,101.25,4,1,0.25,100,99,1,1,76.25,22.5,11.5
20081106,Philadelphia,Orlando,88,98,95.345,99.2,94.8,5,2,0.4,108.3333333,91,3,0.666666667,77.2,28.8,14.4,101,96.5,95.25,4,2,0.5,100.6666667,98.33333333,3,0.666666667,76.25,28.25,15.25
20081107,Dallas,Denver,105,108,104.5,91.33333333,88.66666667,3,2,0.666666667,81,100,1,0,72.33333333,27.33333333,8.333333333,89.635,101.25,104,4,1,0.25,97,104,1,0,86,30.75,10.75
20081107,Detroit,New Jersey,96,103,120,104.5,94.75,4,4,1,108.5,101.5,2,1,75,25.25,13.5,93.5,92.66666667,101.3333333,3,1,0.333333333,91.5,109.5,2,0,81,26,13.33333333
20081107,Houston,L.A. Clippers,92,83,97.915,92.25,88,4,2,0.5,90,83.66666667,3,0.666666667,74,27.5,11,75,84.4,105.2,5,0,0,85,106.3333333,3,0,79.4,25.6,12.2
20081107,Indiana,Cleveland,107,111,96.5,97.33333333,97.33333333,3,1,0.333333333,99,96,2,0.5,83,28.33333333,8.666666667,106.5,96,89.4,5,3,0.6,101.5,86,2,1,78.2,28.8,12.6
20081107,Memphis,Golden State,109,104,93.135,85.6,88.2,5,2,0.4,88,81.5,2,1,72.4,28,12.4,96.715,101.2,101.6,5,2,0.4,107,104.5,2,0.5,81.8,26.8,15.6
20081107,Miami,San Antonio,99,83,100.105,102.75,95,4,2,0.5,104.5,80,2,1,78,22.75,10.75,90.85,101.75,106.5,4,1,0.25,89.5,100.5,2,0,78.25,27.25,7.25
20081107,Milwaukee,Boston,89,101,105.85,97.2,95.2,5,3,0.6,99.5,97.5,2,0.5,81.4,25.4,13.8,114.15,92.8,88.4,5,4,0.8,93,82.5,2,1,79.6,30.6,12.2
20081107,Minnesota,Sacramento,109,121,87.65,98.25,102,4,1,0.25,102.6666667,106.6666667,3,0.333333333,81.75,30,11.5,87.015,93.4,108.4,5,1,0.2,100,95,1,1,75.8,24.6,11.2
20081107,New Orleans,Charlotte,89,92,109.5,99.75,94.25,4,3,0.75,91.5,89.5,2,0.5,77.75,26,9.75,89.91,90,96.25,4,1,0.25,91.5,94,2,0.5,69.75,21.5,12.75
20081107,New York,Washington,114,108,98.79,98.5,105.75,4,2,0.5,102.3333333,102.3333333,3,0.666666667,81.5,25,12.5,85,99.33333333,108,3,0,0,85,95,1,0,82.33333333,26.33333333,11.66666667
20081107,Oklahoma City,Utah,97,104,90.5,83.75,92,4,1,0.25,86,93,3,0.333333333,76.5,27.75,12.75,120,97.75,85.5,4,4,1,100.6666667,89.66666667,3,1,76.5,29.25,13
20081107,Phoenix,Chicago,83,100,115,106.4,98.2,5,4,0.8,101,102,2,0.5,77.2,28.8,8,94,94,96,5,2,0.4,102,90.5,2,1,82,27.6,13.8
20081107,Toronto,Atlanta,92,110,110,97.75,94.75,4,3,0.75,102.5,104,2,0.5,74.25,26.75,6.5,115.5,93.66666667,84,3,3,1,95,88,1,1,71.33333333,28,15
20081108,Cleveland,Chicago,106,97,111.5,98.5,92.33333333,6,4,0.666666667,104.6666667,93,3,1,79.16666667,27.5,11.66666667,101.1,95,93.83333333,6,3,0.5,101.3333333,88,3,1,81.83333333,28.83333333,13.16666667
20081108,Miami,New Orleans,89,100,105.105,102,92.6,5,3,0.6,104.5,80,2,1,77.6,25,10.2,102.541,97.6,93.8,5,3,0.6,91.5,89.5,2,0.5,77.4,25.6,10.4
20081108,Minnesota,Portland,93,97,82.5865,100.4,105.8,5,1,0.2,102.6666667,106.6666667,3,0.333333333,80.8,28.2,11.6,96.435,93.8,100.8,5,2,0.4,100.5,99,2,1,76.2,23.8,12.6
20081108,New Jersey,Indiana,80,98,101.15,95.25,100,4,2,0.5,95.33333333,105,3,0.333333333,79.5,27.5,13.5,91.5,99.75,100.75,4,1,0.25,99,96,2,0.5,83.25,27.5,11.25
20081108,Phoenix,Milwaukee,104,96,107.9,102.5,98.5,6,4,0.666666667,101,102,2,0.5,77.83333333,28.5,7.833333333,100.85,95.83333333,96.16666667,6,3,0.5,99.5,97.5,2,0.5,80.83333333,25.5,13.66666667
20081108,Washington,Orlando,81,106,80,101.5,109.5,4,0,0,96.5,104.5,2,0,82.25,29.75,11,106,96.8,93.8,5,3,0.6,100,95.75,4,0.75,77.4,29,14.4
20081109,Atlanta,Oklahoma City,89,85,120.5,97.75,86,4,4,1,102.5,90,2,1,74,29.25,13.25,85.5,86.4,94.4,5,1,0.2,86,93,3,0.333333333,77.8,26.8,12.2
20081109,Boston,Detroit,88,76,119.15,94.16666667,88.5,6,5,0.833333333,95.66666667,84.66666667,3,1,79.33333333,30.5,11.5,112.35,102.8,96.4,5,4,0.8,108.5,101.5,2,1,75,25.2,13.2
20081109,Dallas,L.A. Clippers,92,103,98.0135,94.75,93.5,4,2,0.5,81,100,1,0,76.25,28.25,11,70,84.16666667,103,6,0,0,84.5,102.75,4,0,77.83333333,25.16666667,12.16666667
20081109,Golden State,Sacramento,98,115,91.357,101.6666667,102.8333333,6,2,0.333333333,106,106,3,0.333333333,82,26.66666667,15.16666667,92.0785,98,108.5,6,2,0.333333333,110.5,102,2,1,76,25.5,11.16666667
20081109,Houston,L.A. Lakers,82,111,102.915,92.2,87,5,3,0.6,90,83.66666667,3,0.666666667,73.2,27.2,11.2,120,105.75,85,4,4,1,101,82,2,1,82,34.75,13.5
20081109,Memphis,Denver,90,100,98.493,89.5,90.83333333,6,3,0.5,88,81.5,2,1,74.16666667,29,13.5,96.1215,102.6,104.2,5,2,0.4,102.5,104.5,2,0.5,86.4,31,12
20081109,Toronto,Charlotte,89,79,105,96.6,97.8,5,3,0.6,102.5,104,2,0.5,75.8,26.2,6.8,96.869,90.4,94.8,5,2,0.4,91.66666667,92.33333333,3,0.666666667,71,22.2,12.2
20081109,Utah,New York,99,107,125,99,87.8,5,5,1,101.5,91.5,4,1,77.8,29,12.6,103.79,101.6,106.2,5,3,0.6,102.3333333,102.3333333,3,0.666666667,81.6,26.4,10.8
20081110,Memphis,Phoenix,102,107,93.25585,89.57142857,92.14285714,7,3,0.428571429,88,81.5,2,1,76.28571429,29.85714286,12.28571429,112.9,102.7142857,98.14285714,7,5,0.714285714,101,102,2,0.5,78.57142857,28.71428571,7.857142857
20081110,New Jersey,Miami,94,99,95.185,92.2,99.6,5,2,0.4,95.33333333,105,3,0.333333333,78.4,27.4,13,99.8486,99.83333333,93.83333333,6,3,0.5,104.5,80,2,1,76.83333333,25,9.833333333
20081110,Oklahoma City,Indiana,99,107,80.5,86.16666667,93.5,6,1,0.166666667,85.75,92,4,0.25,79,28,13.16666667,97.465,99.4,96.6,5,2,0.4,98.66666667,90.66666667,3,0.666666667,81.4,28.4,11.6
20081110,Portland,Orlando,106,99,101.435,94.33333333,99.5,6,3,0.5,99.33333333,97,3,1,75.5,24.16666667,13,111,98.33333333,91.66666667,6,4,0.666666667,101.2,92.8,5,0.8,77.33333333,29,14
20081110,Toronto,Boston,87,94,110,95.33333333,94.66666667,6,4,0.666666667,102.5,104,2,0.5,74.5,27.16666667,7,124.15,93.28571429,86.71428571,7,6,0.857142857,95.66666667,84.66666667,3,1,78.28571429,30.28571429,11.14285714
20081111,Atlanta,Chicago,113,108,125.5,96,85.8,5,5,1,102.5,90,2,1,76.2,30,13.4,96.1,95.28571429,95.57142857,7,3,0.428571429,100.25,92.5,4,0.75,80.85714286,27.71428571,13.57142857
20081111,Denver,Charlotte,88,80,101.35865,102.1666667,101.8333333,6,3,0.5,101.6666667,99.66666667,3,0.666666667,86.83333333,32.16666667,12.33333333,91.869,88.5,93.83333333,6,2,0.333333333,88.5,91.5,4,0.5,70.5,22.66666667,11.83333333
20081111,Detroit,Sacramento,100,92,107.35,98.33333333,95,6,4,0.666666667,97.66666667,97,3,0.666666667,74.5,24.5,12.66666667,97.0785,100.4285714,107,7,3,0.428571429,112,100.6666667,3,1,77.71428571,26.85714286,12
20081111,L.A. Lakers,Dallas,106,99,125,106.8,84.4,5,5,1,104.3333333,82,3,1,80,33.6,13.2,90.21215,94.2,95.4,5,2,0.4,81,100,1,0,77,28.2,11
20081111,Milwaukee,Cleveland,93,99,95.85,95.85714286,97.28571429,7,3,0.428571429,98.33333333,99.66666667,3,0.333333333,81.14285714,25.28571429,13.14285714,116.5,99.57142857,93,7,5,0.714285714,104.6666667,93,3,1,78.57142857,27,12
20081111,Minnesota,Golden State,110,113,77.5865,99.16666667,104.3333333,6,1,0.166666667,102.6666667,106.6666667,3,0.333333333,79.33333333,27,12.66666667,86.357,101.1428571,104.5714286,7,2,0.285714286,106,106,3,0.333333333,82.85714286,26.85714286,15.57142857
20081111,New York,San Antonio,80,92,110.911,102.5,105,6,4,0.666666667,103.5,101.5,4,0.75,82,26.33333333,11.83333333,85.85,98,105,5,1,0.2,87.33333333,100,3,0,77.8,27.6,8.8
20081111,Utah,Philadelphia,93,80,117.879,99,91,6,5,0.833333333,101.5,91.5,4,1,78.83333333,29.16666667,11.33333333,90.345,97.33333333,95.33333333,6,2,0.333333333,108.3333333,91,3,0.666666667,78,29.83333333,15.5
20081112,Atlanta,Boston,102,103,130.5,98.83333333,89.5,6,6,1,102.5,90,2,1,76.16666667,29.5,13.16666667,129.15,93.375,86.75,8,7,0.875,95.25,85.25,4,1,77.75,30,10.375
20081112,Houston,Phoenix,94,82,97.915,90.5,91,6,3,0.5,90,83.66666667,3,0.666666667,73,25,11.5,117.9,103.25,98.625,8,6,0.75,103,102,3,0.666666667,79.625,28.375,7.875
20081112,Indiana,New Jersey,98,87,102.465,100.6666667,97,6,3,0.5,100.75,92.75,4,0.75,82.16666667,29.33333333,11.33333333,90.185,92.5,99.5,6,2,0.333333333,95.33333333,105,3,0.333333333,77.5,26.5,13.16666667
20081112,L.A. Lakers,New Orleans,93,86,130,106.6666667,86.83333333,6,6,1,104.3333333,82,3,1,80.16666667,32.66666667,13.83333333,107.7974,98,93,6,4,0.666666667,94.33333333,89.33333333,3,0.666666667,76.66666667,26.33333333,10.5
20081112,New York,Memphis,132,103,103.4049,99.28571429,103.1428571,7,4,0.571428571,103.5,101.5,4,0.75,80.28571429,25.85714286,11.71428571,88.25585,91.125,94,8,3,0.375,88,81.5,2,1,77.625,29.25,12.5
20081112,Orlando,Oklahoma City,109,92,105.0435,98.42857143,93.71428571,7,4,0.571428571,100.8333333,95,6,0.666666667,78,30,13.57142857,75.5,88,95.42857143,7,1,0.142857143,85.75,92,4,0.25,80,28.57142857,14.28571429
20081112,Philadelphia,Toronto,106,96,85.345,94.85714286,95,7,2,0.285714286,101.25,91.5,4,0.5,77.14285714,29,15.28571429,105,94.14285714,94.57142857,7,4,0.571428571,102.5,104,2,0.5,74.42857143,26.85714286,7.428571429
20081112,Portland,Miami,104,96,107.3915,96,99.42857143,7,4,0.571428571,99.33333333,97,3,1,76.42857143,24.85714286,12.14285714,104.8486,99.71428571,93.85714286,7,4,0.571428571,102.6666667,84.66666667,3,1,76.28571429,24.42857143,9.857142857
20081112,Sacramento,L.A. Clippers,103,98,92.0785,99.375,106.125,8,3,0.375,107,100.5,4,0.75,77,26.625,12,77.80135,86.85714286,101.4285714,7,1,0.142857143,88.2,100.6,5,0.2,78.14285714,26.14285714,11.28571429
20081112,San Antonio,Milwaukee,78,82,93.3561,97,100.8333333,6,2,0.333333333,88.5,95,4,0.25,76.5,28.66666667,9.333333333,90.85,95.5,97.5,8,3,0.375,98.33333333,99.66666667,3,0.333333333,80.375,25.75,13.75
20081112,Utah,Washington,87,95,122.879,98.14285714,89.42857143,7,6,0.857142857,101.5,91.5,4,1,77.85714286,29.14285714,12,75,97.4,108.8,5,0,0,96.5,104.5,2,0,81.2,28.8,10.6
20081113,Dallas,Chicago,91,98,85.21215,95,97.16666667,6,2,0.333333333,90,103,2,0,77.66666667,27.83333333,12,91.1,96.875,97.75,8,3,0.375,101.8,96.6,5,0.6,80.25,27.75,14.5
20081113,Denver,Cleveland,99,110,106.35865,100.1428571,98.71428571,7,4,0.571428571,101.6666667,99.66666667,3,0.666666667,85.85714286,31.71428571,11.85714286,121.5,99.5,93,8,6,0.75,103.25,93,4,1,78.125,26.625,11.25
20081113,Detroit,Golden State,107,102,112.35,98.57142857,94.57142857,7,5,0.714285714,97.66666667,97,3,0.666666667,74.14285714,24.71428571,12.28571429,91.357,102.625,105.25,8,3,0.375,107.75,107,4,0.5,84.75,28.25,15.25
20081114,Atlanta,New Jersey,108,115,125.365,99.28571429,91.42857143,7,6,0.857142857,102.5,90,2,1,76,28.85714286,12.71428571,85.185,91.71428571,99.28571429,7,2,0.285714286,93.25,103.25,4,0.25,76.85714286,26.28571429,12.85714286
20081114,Denver,Boston,94,85,101.35865,100,100.125,8,4,0.5,101.6666667,99.66666667,3,0.666666667,83.375,30.5,11.5,134.285,94.44444444,88.44444444,9,8,0.888888889,96.8,88.6,5,1,77.44444444,29.55555556,11
20081114,Detroit,L.A. Lakers,106,95,117.35,99.625,95.5,8,6,0.75,97.66666667,97,3,0.666666667,75.75,25.875,12.125,135,104.7142857,86.71428571,7,7,1,104.3333333,82,3,1,79.28571429,31.42857143,13
20081114,Houston,San Antonio,75,77,104.9135,91,89.71428571,7,4,0.571428571,90,83.66666667,3,0.666666667,72.85714286,25.28571429,11.28571429,88.10549,94.28571429,98.14285714,7,2,0.285714286,88.5,95,4,0.25,75,28.14285714,8.714285714
20081114,Milwaukee,Memphis,101,96,96.10061,94,95.33333333,9,4,0.444444444,94.25,94.25,4,0.5,78.77777778,26,13.44444444,83.25585,92.44444444,98.22222222,9,3,0.333333333,93,98.33333333,3,0.666666667,77.66666667,28.22222222,12.22222222
20081114,Oklahoma City,New York,106,116,70.5,88.5,97.125,8,1,0.125,87,95.4,5,0.2,81,30,14.375,108.4049,103.375,103.125,8,5,0.625,103.5,101.5,4,0.75,80,25.5,10.875
20081114,Orlando,Dallas,102,100,110.0435,99.75,93.5,8,5,0.625,100.8333333,95,6,0.666666667,79.25,31,12.875,80.21215,94.42857143,97.28571429,7,2,0.285714286,90,103,2,0,78.28571429,28.28571429,12.85714286
20081114,Philadelphia,Indiana,94,92,92.3105,96.25,95.125,8,3,0.375,101.25,91.5,4,0.5,77.25,28.375,14.5,107.465,100.2857143,95.57142857,7,4,0.571428571,100.75,92.75,4,0.75,80.85714286,29,11
20081114,Phoenix,Sacramento,97,95,110.9015,100.8888889,98.11111111,9,6,0.666666667,97.75,100,4,0.5,78.77777778,28.44444444,8.666666667,97.0785,99.77777778,105.2222222,9,4,0.444444444,107,100.5,4,0.75,76.44444444,26.88888889,12.22222222
20081114,Portland,New Orleans,82,87,112.3915,97,99,8,5,0.625,99.33333333,97,3,1,76.625,25.125,11.625,102.7974,96.28571429,93,7,4,0.571428571,92.25,90.25,4,0.5,76.28571429,27.28571429,10.14285714
20081114,Utah,Charlotte,96,104,113.0911,96.75,90.125,8,6,0.75,101.5,91.5,4,1,77.25,28.25,12,86.869,87.28571429,93,7,2,0.285714286,86.8,90.8,5,0.4,71.85714286,23.57142857,11.14285714
20081114,Washington,Miami,77,97,84.7879,97,105.1666667,6,1,0.166666667,96,98.66666667,3,0.333333333,79.83333333,27.83333333,11.83333333,99.8486,99.25,95.125,8,4,0.5,101,89.5,4,0.75,76.5,25,10
20081115,Boston,Milwaukee,102,97,125.992365,93.5,89,10,8,0.8,94.83333333,89.5,6,0.833333333,76.9,28.7,10.7,101.10061,94.7,95.4,10,5,0.5,94.25,94.25,4,0.5,79.4,27.1,14.3
20081115,Golden State,L.A. Clippers,121,103,86.357,102.5555556,105.4444444,9,3,0.333333333,106.6,107,5,0.4,85,28.33333333,15.22222222,72.80135,88.25,101.625,8,1,0.125,89.83333333,101,6,0.166666667,77.375,25,11.375
20081115,Indiana,Chicago,91,104,100.94955,99.25,95.375,8,4,0.5,99,93,5,0.6,80.875,29.75,10.875,96.1,97,97,9,4,0.444444444,101.1666667,95.66666667,6,0.666666667,80.44444444,28.66666667,14.22222222
20081115,New Jersey,Atlanta,119,107,94.203,94.625,100.375,8,3,0.375,97.6,104.2,5,0.4,77.125,26.5,13,116.347,100.375,94.375,8,6,0.75,102.5,90,2,1,76.375,28.25,12
